"Sample_ID","Group","Activated B cell","Immature B cell","Memory B cell","Activated CD4 T cell","Activated CD8 T cell","Eosinophil","Macrophage","Mast cell","MDSC","Monocyte","Natural killer cell","Neutrophil","Plasmacytoid dendritic cell","T follicular helper cell","Type 1 T helper cell","Type 17 T helper cell","Type 2 T helper cell","Activated dendritic cell","Regulatory T cell","NK T cell","Immature dendritic cell","Macrophage M1"
"GSM226037","Control",-0.30025369566312,0.122507962762497,0.0118370990445148,-0.160430643322557,-0.25994227728174,-0.119548929377306,0.000236256035639313,-0.439372621715285,0.101107095498315,-0.0291329843667647,-0.174313468531976,-0.102667636204673,-0.205583277658818,-0.343081670189585,-0.341288250113567,-0.477421194056166,-0.366113973379116,-0.125492259742575,-0.466505745850031,-0.404154137112235,-0.236990721593282,-0.191329152022846
"GSM226038","Control",-0.327385593713533,0.131219121750928,0.00961050676568022,-0.22377710125936,-0.2536232067463,-0.132076682362047,-0.0648723084285825,-0.499172055996418,0.107693249912054,-0.0985109666204344,-0.180457760531285,-0.148371089342129,0.00615981943113337,-0.290791805999002,-0.296599977551433,-0.403626903173293,-0.273236833850945,-0.0716865967193103,-0.489339298541315,-0.355220522728937,-0.2147813379678,-0.144501927853688
"GSM226039","Control",-0.291768418978341,0.14226464261338,0.0152458536490819,-0.331604460873165,-0.285606518694838,-0.148411533678208,0.0274313090124619,-0.204346098951656,0.0917210330268065,0.0150936189225664,-0.189810230152401,-0.29978385615844,-0.293470053562558,-0.43850219151407,-0.104568690047159,-0.383909172030183,-0.390531722603022,-0.0285015887645739,-0.557465298311644,-0.543483189190965,-0.214399882885818,-0.190441548834325
"GSM226040","Control",-0.376906268715351,0.0428463337981569,-0.0308243454088417,-0.302280062678715,-0.212524710547824,0.00327203032834582,-0.0445094159670411,-0.32778123902747,0.0896532893648236,-0.207917662557401,-0.110927285670785,-0.273360987420684,-0.265163385518317,-0.240333616049343,-0.237923918273845,-0.426751794277358,-0.287801497017981,-0.0530208510132548,-0.42770370422413,-0.509352196081147,-0.205083269136643,-0.316846325971572
"GSM226041","Control",-0.393480303842105,0.0675715946609978,-0.0334089903902049,-0.4022213464411,-0.176677469221395,0.00909528338569502,-0.0293733500080253,-0.424944062709402,0.00202825033339168,-0.226714767626295,-0.200890655194319,-0.154300302642623,-0.225150103661781,-0.205915707648087,-0.238808963745017,-0.360989962551771,-0.376899250891954,-0.0714035767134261,-0.538608471932885,-0.497622957482535,-0.193238440515577,-0.229885276631401
"GSM226042","Control",-0.384411959073416,-0.0176717443426927,0.0159359879114888,-0.307563116450487,-0.188388139816609,-0.0422418098226519,-0.116350378923982,-0.350745176148299,0.0125105108880957,-0.166329640245402,-0.129096078615573,-0.226509194558373,-0.297309217259796,-0.283232466132364,-0.346196123836468,-0.474708391678546,-0.339576874251556,-0.039299335388381,-0.309516659114908,-0.507029795577927,-0.223835023573291,-0.324965603284706
"GSM226044","Control",-0.378884925770539,0.0181563245998628,-0.0342797835212134,-0.409264267881666,-0.22962106503955,0.0121566073211261,-0.107810069766017,-0.358845555226707,0.00842434017795909,-0.0564090048970222,-0.228513508992635,-0.216676851487245,-0.155593417198684,-0.320307840967558,-0.276338597137352,-0.438592179783821,-0.391472398267445,-0.0085752855245451,-0.458083539881445,-0.430217458760449,-0.27637244247462,-0.33308997411608
"GSM226045","Control",-0.380326607887351,0.0446726039531152,-0.0173440692955825,-0.31028884785887,-0.19943943299089,0.0300731882325226,-0.0693762606223709,-0.502836190004569,0.0996020998106403,-0.127501321102264,-0.0905508346526306,-0.176136122651845,-0.251370298795226,-0.277050510932359,-0.235008027453642,-0.337522395656674,-0.307152587710713,0.0321310566338618,-0.389547730762094,-0.465249784984289,-0.15296858437337,-0.222158588735688
"GSM226046","Control",-0.379011107822144,0.0888304654187856,0.0489816481425987,-0.225703442790346,-0.169908722585702,-0.0184107964654967,-0.0203391753960585,-0.229009715529838,0.00286371556149755,-0.239326535697457,-0.161343242683796,-0.227344874259764,-0.12961633641293,-0.241803737230707,-0.279072362485826,-0.424969264827741,-0.412163646256749,-0.114240141466247,-0.333102402646637,-0.515531440277214,-0.141423732945177,-0.324772016434574
"GSM226047","Control",-0.260114973258984,0.130134356278781,0.0477900040242353,-0.335956424464567,-0.391426778285985,-0.150796348292214,0.0171682463653034,-0.221482360770694,0.077829369061232,-0.121456919544281,-0.0739921393368989,-0.239566167173653,-0.285882128967483,-0.193884851332334,-0.407121087904519,-0.353321127088052,-0.367685200007391,-0.0729566537494026,-0.605329491661127,-0.354496723186926,-0.206288733477084,-0.17101043357447
"GSM226048","Control",-0.408624648102349,-0.0467055023917677,0.00716243594417313,-0.384613797076811,-0.336427808747733,-0.193729534425219,-0.0713516237084404,-0.263406208618078,-0.0247870470004833,-0.187601289132067,-0.186801101846254,-0.347729908152875,-0.255415181339662,-0.306467799686195,-0.399755470562138,-0.503444770848777,-0.455773750673427,-0.0369344466082717,-0.578185825201086,-0.350819214941342,-0.165041779121059,-0.205510370834835
"GSM226049","Control",-0.252765438718313,0.229528794073455,0.0586729410801579,-0.231456386093603,-0.243020791449683,-0.136797625964911,0.0724648928312413,-0.230295313578833,-0.0247889521838662,0.052739215777736,-0.198190945764785,0.0366550632152086,-0.359449302127986,-0.227849161597138,-0.417529214564525,-0.3776472262272,-0.335122581337704,-0.1208630901877,-0.304722422410049,-0.522788941849776,-0.206424462354578,-0.283965348365453
"GSM226050","Control",-0.221143430555562,0.0716290397103791,-0.022040149695497,-0.298967498899437,-0.308312149318684,-0.207172714689527,-0.0439072664975813,-0.23569342069264,-0.0800361936334009,-0.264151716236715,-0.138759687621703,-0.263597125998457,-0.234295815208245,-0.321668148313056,-0.38286284351409,-0.277023376102493,-0.430378747243189,-0.0843005802228741,-0.395230532475972,-0.47853670035699,-0.250994869801402,-0.189157029653885
"GSM226051","Control",-0.342417646026275,0.157309959812075,-0.0706090693119747,-0.148755282667532,-0.219352414070609,-0.0993084831382466,0.0961258333479559,-0.149566713871041,0.116207613774263,0.00179582874942908,-0.135423352783799,-0.155329761414878,-0.288833862524321,-0.212478725172882,-0.272935885122939,-0.395684917214627,-0.339664108813142,-0.131539419122797,-0.418419975108413,-0.308420698196438,-0.165107148181995,-0.101898381409074
"GSM226052","Control",-0.298259327919521,0.125405443047087,9.44571042189351e-05,-0.308756833746125,-0.330070293072603,-0.049931467681395,-0.0582409124297291,-0.422529944634416,0.070786657710213,-0.187002868214789,-0.0862896368687227,-0.198307106474696,-0.354160418193277,-0.258458050265969,-0.403086211702267,-0.370531950636755,-0.329018737593809,-0.0731601463198246,-0.422393215727902,-0.526065185416817,-0.217449636430279,-0.176796523949026
"GSM226053","Control",-0.360816897361262,-0.00224226708220414,7.75585975497456e-05,-0.319275407541179,-0.305176101462877,-0.175115506407928,-0.09919770113037,-0.402659587976965,-0.00106521792860755,-0.0432554881293276,-0.20858376605404,-0.246552122290017,-0.155954495204908,-0.200693577504773,-0.225588870632035,-0.445964165550456,-0.422749729878409,-0.102504141268474,-0.466247701773132,-0.4221779935824,-0.194125284303962,-0.224846097691644
"GSM226055","Control",-0.285455535937218,0.0886590519776794,-0.0307381768498408,-0.251880475070937,-0.298471501271225,-0.171286753559199,0.0815462407331835,-0.230078212042887,-0.012830109786431,-0.050319248695146,-0.228250897942575,-0.165572702653929,-0.362847924355791,-0.2641043945313,-0.298649968603435,-0.32701189901464,-0.374651556700233,-0.0663774218224817,-0.313281351616479,-0.480798627108249,-0.193216055678414,-0.131233028097846
